20251025-18:30.14-6810(us) 45334 * ParseOldFormat  (configuration.cc:66): Using old configuration format
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:78] 2025-11-25 18:30:14.007 | PWD : /home/dp012/Desktop/Project532/mako
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:273] 2025-11-25 18:30:14.007 | starting process 45334
I [/home/dp012/Desktop/Project532/mako/src/deptran/config.cc:290] 2025-11-25 18:30:14.007 | LoadYML: /home/dp012/Desktop/Project532/mako/examples/../config/1leader_2followers/paxos6_shardidx0.yml
I [/home/dp012/Desktop/Project532/mako/src/deptran/config.cc:290] 2025-11-25 18:30:14.008 | LoadYML: /home/dp012/Desktop/Project532/mako/examples/../config/occ_paxos.yml
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:282] 2025-11-25 18:30:14.008 | server_infos, number of sites: 6, proc_name: p2
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 18:30:14.023 | parition id of each Paxos group is 5, site-name: s306, site-id: 22
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 18:30:14.040 | parition id of each Paxos group is 4, site-name: s305, site-id: 18
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 18:30:14.058 | parition id of each Paxos group is 3, site-name: s304, site-id: 14
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 18:30:14.075 | parition id of each Paxos group is 2, site-name: s303, site-id: 10
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 18:30:14.088 | parition id of each Paxos group is 1, site-name: s302, site-id: 6
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 18:30:14.099 | parition id of each Paxos group is 0, site-name: s301, site-id: 2
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:294] 2025-11-25 18:30:14.099 | running machine-id: 2
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 18:30:14.100 | launching site: 2, bind address 0.0.0.0:7201
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 18:30:14.100 | launching site: 6, bind address 0.0.0.0:7202
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 18:30:14.100 | launching site: a, bind address 0.0.0.0:7203
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 18:30:14.100 | launching site: e, bind address 0.0.0.0:7204
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 18:30:14.100 | launching site: 12, bind address 0.0.0.0:7205
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:103] 2025-11-25 18:30:14.100 | waiting for server setup threads.
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_worker.cc:192] 2025-11-25 18:30:14.100 | [service]loc_id: 2, name: s303, proc: p2, id: 10
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 18:30:14.100 | launching site: 16, bind address 0.0.0.0:7206
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_worker.cc:192] 2025-11-25 18:30:14.100 | [service]loc_id: 2, name: s302, proc: p2, id: 6
starting server at 0.0.0.0:7203
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_worker.cc:192] 2025-11-25 18:30:14.100 | [service]loc_id: 2, name: s305, proc: p2, id: 18
