I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:78] 2025-11-25 18:25:51.246 | PWD : /home/dp012/Desktop/Project532/mako
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:273] 2025-11-25 18:25:51.246 | starting process 44109
I [/home/dp012/Desktop/Project532/mako/src/deptran/config.cc:290] 2025-11-25 18:25:51.246 | LoadYML: /home/dp012/Desktop/Project532/mako/examples/../config/1leader_2followers/paxos3_shardidx0.yml
I [/home/dp012/Desktop/Project532/mako/src/deptran/config.cc:290] 2025-11-25 18:25:51.246 | LoadYML: /home/dp012/Desktop/Project532/mako/examples/../config/occ_paxos.yml
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:282] 2025-11-25 18:25:51.246 | server_infos, number of sites: 3, proc_name: p2
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 18:25:51.267 | parition id of each Paxos group is 2, site-name: s303, site-id: 10
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 18:25:51.277 | parition id of each Paxos group is 1, site-name: s302, site-id: 6
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 18:25:51.287 | parition id of each Paxos group is 0, site-name: s301, site-id: 2
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:294] 2025-11-25 18:25:51.287 | running machine-id: 2
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 18:25:51.288 | launching site: 2, bind address 0.0.0.0:7201
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:103] 2025-11-25 18:25:51.288 | waiting for server setup threads.
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 18:25:51.288 | launching site: 6, bind address 0.0.0.0:7202
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 18:25:51.288 | launching site: a, bind address 0.0.0.0:7203
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_worker.cc:192] 2025-11-25 18:25:51.288 | [service]loc_id: 2, name: s301, proc: p2, id: 2
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_worker.cc:192] 2025-11-25 18:25:51.288 | [service]loc_id: 2, name: s303, proc: p2, id: 10
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_worker.cc:192] 2025-11-25 18:25:51.288 | [service]loc_id: 2, name: s302, proc: p2, id: 6
starting server at 0.0.0.0:7201
starting server at 0.0.0.0:7202
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_worker.cc:215] 2025-11-25 18:25:51.289 | Server s302 ready at 0.0.0.0:7202
starting server at 0.0.0.0:7203
I [/home/dp012/Desktop/Project532/mako/src/deptran/communicator.cc:14] 2025-11-25 18:25:51.289 | setup paxos communicator
I [/home/dp012/Desktop/Project532/mako/src/deptran/communicator.cc:174] 2025-11-25 18:25:51.289 | connect to site: 127.0.0.1:7001 (attempt 0)
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_worker.cc:215] 2025-11-25 18:25:51.289 | Server s301 ready at 0.0.0.0:7201
I [/home/dp012/Desktop/Project532/mako/src/deptran/communicator.cc:14] 2025-11-25 18:25:51.289 | setup paxos communicator
I [/home/dp012/Desktop/Project532/mako/src/deptran/paxos_worker.cc:215] 2025-11-25 18:25:51.289 | Server s303 ready at 0.0.0.0:7203
I [/home/dp012/Desktop/Project532/mako/src/deptran/communicator.cc:174] 2025-11-25 18:25:51.289 | connect to site: 127.0.0.1:7001 (attempt 0)
I [/home/dp012/Desktop/Project532/mako/src/deptran/communicator.cc:14] 2025-11-25 18:25:51.289 | setup paxos communicator
I [/home/dp012/Desktop/Project532/mako/src/deptran/communicator.cc:174] 2025-11-25 18:25:51.289 | connect to site: 127.0.0.1:7001 (attempt 0)
I [/home/dp012/Desktop/Project532/mako/src/deptran/communicator.cc:174] 2025-11-25 18:25:51.289 | connect to site: 127.0.0.1:7101 (attempt 0)
I [/home/dp012/Desktop/Project532/mako/src/deptran/communicator.cc:174] 2025-11-25 18:25:51.289 | connect to site: 127.0.0.1:7101 (attempt 0)
E [/home/dp012/Desktop/Project532/mako/src/rrr/rpc/client.cpp:179] 2025-11-25 18:25:51.289 | rrr::Client: connect(127.0.0.1:7101): Connection refused
E [/home/dp012/Desktop/Project532/mako/src/rrr/rpc/client.cpp:179] 2025-11-25 18:25:51.289 | rrr::Client: connect(127.0.0.1:7101): Connection refused
I [/home/dp012/Desktop/Project532/mako/src/deptran/communicator.cc:174] 2025-11-25 18:25:51.289 | connect to site: 127.0.0.1:7101 (attempt 0)
E [/home/dp012/Desktop/Project532/mako/src/rrr/rpc/client.cpp:179] 2025-11-25 18:25:51.289 | rrr::Client: connect(127.0.0.1:7101): Connection refused
I [/home/dp012/Desktop/Project532/mako/src/deptran/communicator.cc:174] 2025-11-25 18:25:52.289 | connect to site: 127.0.0.1:7101 (attempt 1)
